country,region,year,Fixed broadband Internet subscribers (per 100 people),Fixed broadband Internet subscribers,"Proportion of the population using improved sanitation facilities, urban",Fixed line and mobile phone subscribers (per 100 peoples),"Proportion of the population using improved sanitation facilities, rural","Proportion of the population using improved sanitation facilities, total"
Mauritania,Western Africa,1976,NA,NA,NA,0.113588233,NA,NA
Mauritania,Western Africa,1977,NA,NA,NA,0.159614848,NA,NA
Mauritania,Western Africa,1978,NA,NA,NA,0.180187389,NA,NA
Mauritania,Western Africa,1979,NA,NA,NA,0.204281924,NA,NA
Mauritania,Western Africa,1980,NA,NA,NA,0.216667565,NA,NA
Mauritania,Western Africa,1981,NA,NA,NA,0.2170399,NA,NA
Mauritania,Western Africa,1982,NA,NA,NA,0.22146613,NA,NA
Mauritania,Western Africa,1983,NA,NA,NA,0.228122309,NA,NA
Mauritania,Western Africa,1984,NA,NA,NA,0.225923258,NA,NA
Mauritania,Western Africa,1985,NA,NA,NA,0.230491864,NA,NA
Mauritania,Western Africa,1986,NA,NA,NA,0.233654955,NA,NA
Mauritania,Western Africa,1987,NA,NA,NA,0.238978171,NA,NA
Mauritania,Western Africa,1988,NA,NA,NA,0.244293552,NA,NA
Mauritania,Western Africa,1989,NA,NA,NA,0.239386487,NA,NA
Mauritania,Western Africa,1990,NA,NA,29,0.302271819,8,16
Mauritania,Western Africa,1991,NA,NA,29,0.319628826,8,16
Mauritania,Western Africa,1992,NA,NA,29,0.329211122,8,16
Mauritania,Western Africa,1993,NA,NA,29,0.356018029,8,16
Mauritania,Western Africa,1994,NA,NA,30,0.389241128,8,17
Mauritania,Western Africa,1995,NA,NA,31,0.415592189,9,18
Mauritania,Western Africa,1996,NA,NA,33,0.445857618,9,19
Mauritania,Western Africa,1997,NA,NA,34,0.554136997,9,19
Mauritania,Western Africa,1998,NA,NA,36,0.620535899,9,20
Mauritania,Western Africa,1999,NA,NA,37,0.662917954,9,20
Mauritania,Western Africa,2000,NA,NA,38,1.335423623,9,21
Mauritania,Western Africa,2001,0,0,40,5.121259933,9,21
Mauritania,Western Africa,2002,0,0,41,10.24539674,9,22
Mauritania,Western Africa,2003,0,0,43,13.89163771,9,23
Mauritania,Western Africa,2004,0,0,44,19.47827101,9,23
Mauritania,Western Africa,2005,0.005381903480812,164,45,26.54698365,9,24
Mauritania,Western Africa,2006,0.031086669186402,973,47,35.9764085,9,24
Mauritania,Western Africa,2007,0.124506952468226,4e3,48,..,9,25
Mauritania,Western Africa,2008,0.178317058411886,5876,50,NA,9,26
Mauritania,Western Africa,2009,0.17763935066896,6e3,51,NA,9,26
Mauritania,Western Africa,2010,0.191445086705202,6624,51,NA,9,26
Mauritania,Western Africa,2011,NA,NA,NA,NA,NA,NA
Mauritius,Eastern Africa,1960,NA,NA,NA,..,NA,NA
Mauritius,Eastern Africa,1961,NA,NA,NA,..,NA,NA
Mauritius,Eastern Africa,1962,NA,NA,NA,..,NA,NA
Mauritius,Eastern Africa,1963,NA,NA,NA,..,NA,NA
Mauritius,Eastern Africa,1964,NA,NA,NA,..,NA,NA
Mauritius,Eastern Africa,1965,NA,NA,NA,..,NA,NA
Mauritius,Eastern Africa,1966,NA,NA,NA,..,NA,NA
Mauritius,Eastern Africa,1967,NA,NA,NA,..,NA,NA
Mauritius,Eastern Africa,1968,NA,NA,NA,..,NA,NA
Mauritius,Eastern Africa,1969,NA,NA,NA,..,NA,NA
Mauritius,Eastern Africa,1970,NA,NA,NA,..,NA,NA
Mauritius,Eastern Africa,1971,NA,NA,NA,..,NA,NA
Mauritius,Eastern Africa,1972,NA,NA,NA,..,NA,NA
Mauritius,Eastern Africa,1973,NA,NA,NA,..,NA,NA
Mauritius,Eastern Africa,1974,NA,NA,NA,..,NA,NA
Mauritius,Eastern Africa,1975,NA,NA,NA,1.730269058,NA,NA
Mauritius,Eastern Africa,1976,NA,NA,NA,1.709859558,NA,NA
Mauritius,Eastern Africa,1977,NA,NA,NA,1.824872973,NA,NA
Mauritius,Eastern Africa,1978,NA,NA,NA,2.129672187,NA,NA
Mauritius,Eastern Africa,1979,NA,NA,NA,2.360263488,NA,NA
Mauritius,Eastern Africa,1980,NA,NA,NA,2.445859213,NA,NA
Mauritius,Eastern Africa,1981,NA,NA,NA,2.54204473,NA,NA
Mauritius,Eastern Africa,1982,NA,NA,NA,2.95048134,NA,NA
Mauritius,Eastern Africa,1983,NA,NA,NA,3.154963834,NA,NA
Mauritius,Eastern Africa,1984,NA,NA,NA,3.502261868,NA,NA
Mauritius,Eastern Africa,1985,NA,NA,NA,3.896555118,NA,NA
Mauritius,Eastern Africa,1986,NA,NA,NA,4.082054885,NA,NA
Mauritius,Eastern Africa,1987,NA,NA,NA,4.58528603,NA,NA
Mauritius,Eastern Africa,1988,NA,NA,NA,4.792568377,NA,NA
Mauritius,Eastern Africa,1989,NA,NA,NA,5.014200395,NA,NA
Mauritius,Eastern Africa,1990,NA,NA,91,5.463954588,88,89
Mauritius,Eastern Africa,1991,NA,NA,91,6.236500712,88,89
Mauritius,Eastern Africa,1992,NA,NA,91,7.616466235,88,89
Mauritius,Eastern Africa,1993,NA,NA,91,10.11513218,88,89
Mauritius,Eastern Africa,1994,NA,NA,91,12.1427673,88,89
Mauritius,Eastern Africa,1995,NA,NA,91,14.24731638,88,89
Mauritius,Eastern Africa,1996,NA,NA,91,18.05156279,88,89
Mauritius,Eastern Africa,1997,NA,NA,91,23.10073118,88,89
Mauritius,Eastern Africa,1998,NA,NA,91,26.35379746,88,89
Mauritius,Eastern Africa,1999,NA,NA,91,30.56479932,88,89
Mauritius,Eastern Africa,2000,NA,NA,91,38.83187165,88,89
Mauritius,Eastern Africa,2001,0,0,91,48.27053683,88,89
Mauritius,Eastern Africa,2002,0.02354990431302,285,91,55.80600167,88,89
Mauritius,Eastern Africa,2003,0.09682608350759,1184,91,66.29045699,88,89
Mauritius,Eastern Africa,2004,0.207883014725317,2564,91,73.0957705,88,89
Mauritius,Eastern Africa,2005,0.434183549124756,5398,91,81.58580755,88,89
Mauritius,Eastern Africa,2006,2.22679368850274,27895,91,90.13117179,88,89
Mauritius,Eastern Africa,2007,1.77459114267421,22367,91,..,88,89
Mauritius,Eastern Africa,2008,3.68558173999756,46754,91,NA,88,89
Mauritius,Eastern Africa,2009,5.39884489173605,68837,91,NA,88,89
Mauritius,Eastern Africa,2010,6.1847775175644,79227,91,NA,88,89
Mauritius,Eastern Africa,2011,NA,NA,NA,NA,NA,NA
Morocco,Northern Africa,1960,NA,NA,NA,..,NA,NA
Morocco,Northern Africa,1961,NA,NA,NA,..,NA,NA
Morocco,Northern Africa,1962,NA,NA,NA,..,NA,NA
Morocco,Northern Africa,1963,NA,NA,NA,..,NA,NA
Morocco,Northern Africa,1964,NA,NA,NA,..,NA,NA
Morocco,Northern Africa,1965,NA,NA,NA,..,NA,NA
Morocco,Northern Africa,1966,NA,NA,NA,..,NA,NA
Morocco,Northern Africa,1967,NA,NA,NA,..,NA,NA
Morocco,Northern Africa,1968,NA,NA,NA,..,NA,NA
Morocco,Northern Africa,1969,NA,NA,NA,..,NA,NA
Morocco,Northern Africa,1970,NA,NA,NA,..,NA,NA
Morocco,Northern Africa,1971,NA,NA,NA,..,NA,NA
Morocco,Northern Africa,1972,NA,NA,NA,..,NA,NA
Morocco,Northern Africa,1973,NA,NA,NA,..,NA,NA
Morocco,Northern Africa,1974,NA,NA,NA,..,NA,NA
Morocco,Northern Africa,1975,NA,NA,NA,0.644337974,NA,NA
Morocco,Northern Africa,1976,NA,NA,NA,0.702003426,NA,NA
Morocco,Northern Africa,1977,NA,NA,NA,0.756497731,NA,NA
Morocco,Northern Africa,1978,NA,NA,NA,0.808029404,NA,NA
Morocco,Northern Africa,1979,NA,NA,NA,0.814490312,NA,NA
Morocco,Northern Africa,1980,NA,NA,NA,0.861730092,NA,NA
Morocco,Northern Africa,1981,NA,NA,NA,0.893459939,NA,NA
Morocco,Northern Africa,1982,NA,NA,NA,0.941474828,NA,NA
Morocco,Northern Africa,1983,NA,NA,NA,0.967831466,NA,NA
Morocco,Northern Africa,1984,NA,NA,NA,1.011520395,NA,NA
Morocco,Northern Africa,1985,NA,NA,NA,1.104006247,NA,NA
Morocco,Northern Africa,1986,NA,NA,NA,1.130614507,NA,NA
Morocco,Northern Africa,1987,NA,NA,NA,1.170741759,NA,NA
Morocco,Northern Africa,1988,NA,NA,NA,1.234259581,NA,NA
Morocco,Northern Africa,1989,NA,NA,NA,1.414994588,NA,NA
Morocco,Northern Africa,1990,NA,NA,81,1.67128538,27,53
Morocco,Northern Africa,1991,NA,NA,81,2.023624569,29,55
Morocco,Northern Africa,1992,NA,NA,81,2.618910796,30,55
Morocco,Northern Africa,1993,NA,NA,81,3.263180897,32,57
Morocco,Northern Africa,1994,NA,NA,81,3.926688208,33,58
Morocco,Northern Africa,1995,NA,NA,81,4.378760591,35,59
Morocco,Northern Africa,1996,NA,NA,82,4.656643017,36,60
Morocco,Northern Africa,1997,NA,NA,82,5.03992722,38,61
Morocco,Northern Africa,1998,NA,NA,82,5.453365151,40,62
Morocco,Northern Africa,1999,NA,NA,82,6.552350825,41,63
Morocco,Northern Africa,2000,NA,NA,82,13.23346116,43,64
Morocco,Northern Africa,2001,0,0,82,20.68145718,44,64
Morocco,Northern Africa,2002,0.006790265109265,2e3,83,25.10245551,46,66
Morocco,Northern Africa,2003,0.009109745425611,2712,83,29.06149718,47,67
Morocco,Northern Africa,2004,0.214944728688293,64660,83,35.67668302,49,68
Morocco,Northern Africa,2005,0.819735860257242,249138,83,45.56312803,50,68
Morocco,Northern Africa,2006,1.27632052599426,391857,83,56.63213739,52,69
Morocco,Northern Africa,2007,1.53931487782849,477360,83,..,52,69
Morocco,Northern Africa,2008,1.54484212466133,483867,83,NA,52,70
Morocco,Northern Africa,2009,1.50394866064683,475767,83,NA,52,70
Morocco,Northern Africa,2010,1.56077118087071,498682,83,NA,52,70
Morocco,Northern Africa,2011,NA,NA,NA,NA,NA,NA
Mozambique,Eastern Africa,1960,NA,NA,NA,..,NA,NA
Mozambique,Eastern Africa,1961,NA,NA,NA,..,NA,NA
Mozambique,Eastern Africa,1962,NA,NA,NA,..,NA,NA
Mozambique,Eastern Africa,1963,NA,NA,NA,..,NA,NA
Mozambique,Eastern Africa,1964,NA,NA,NA,..,NA,NA
Mozambique,Eastern Africa,1965,NA,NA,NA,..,NA,NA
Mozambique,Eastern Africa,1966,NA,NA,NA,..,NA,NA
Mozambique,Eastern Africa,1967,NA,NA,NA,..,NA,NA
Mozambique,Eastern Africa,1968,NA,NA,NA,..,NA,NA
Mozambique,Eastern Africa,1969,NA,NA,NA,..,NA,NA
Mozambique,Eastern Africa,1970,NA,NA,NA,..,NA,NA
Mozambique,Eastern Africa,1971,NA,NA,NA,..,NA,NA
Mozambique,Eastern Africa,1972,NA,NA,NA,..,NA,NA
Mozambique,Eastern Africa,1973,NA,NA,NA,..,NA,NA
Mozambique,Eastern Africa,1974,NA,NA,NA,..,NA,NA
Mozambique,Eastern Africa,1975,NA,NA,NA,0.293031982,NA,NA
Mozambique,Eastern Africa,1976,NA,NA,NA,0.272440397,NA,NA
Mozambique,Eastern Africa,1977,NA,NA,NA,0.251625326,NA,NA
Mozambique,Eastern Africa,1978,NA,NA,NA,0.254295423,NA,NA
Mozambique,Eastern Africa,1979,NA,NA,NA,0.258554631,NA,NA
Mozambique,Eastern Africa,1980,NA,NA,NA,0.271903361,NA,NA
Mozambique,Eastern Africa,1981,NA,NA,NA,0.284744523,NA,NA
Mozambique,Eastern Africa,1982,NA,NA,NA,0.286720533,NA,NA
Mozambique,Eastern Africa,1983,NA,NA,NA,0.283918864,NA,NA
Mozambique,Eastern Africa,1984,NA,NA,NA,0.284784257,NA,NA
Mozambique,Eastern Africa,1985,NA,NA,NA,0.287689117,NA,NA
Mozambique,Eastern Africa,1986,NA,NA,NA,0.29788838,NA,NA
Mozambique,Eastern Africa,1987,NA,NA,NA,0.300795948,NA,NA
Mozambique,Eastern Africa,1988,NA,NA,NA,0.30601006,NA,NA
Mozambique,Eastern Africa,1989,NA,NA,NA,0.308687099,NA,NA
Mozambique,Eastern Africa,1990,NA,NA,36,0.350271141,4,11
Mozambique,Eastern Africa,1991,NA,NA,36,0.38131283,4,11
Mozambique,Eastern Africa,1992,NA,NA,36,0.391955105,4,11
Mozambique,Eastern Africa,1993,NA,NA,36,0.373289731,4,12
Mozambique,Eastern Africa,1994,NA,NA,36,0.37293829,4,12
Mozambique,Eastern Africa,1995,NA,NA,36,0.375211774,4,12
Mozambique,Eastern Africa,1996,NA,NA,37,0.372432325,4,13
Mozambique,Eastern Africa,1997,NA,NA,37,0.40351586,4,13
Mozambique,Eastern Africa,1998,NA,NA,37,0.474144731,4,14
Mozambique,Eastern Africa,1999,NA,NA,37,0.50896486,4,14
Mozambique,Eastern Africa,2000,NA,NA,37,0.751772708,4,14
Mozambique,Eastern Africa,2001,0,0,37,1.297630819,4,14
Mozambique,Eastern Africa,2002,0,0,37,1.769077523,4,15
Mozambique,Eastern Africa,2003,0,0,37,2.617732111,4,15
Mozambique,Eastern Africa,2004,0,0,38,3.873246644,5,16
Mozambique,Eastern Africa,2005,0,0,38,7.664261963,5,16
Mozambique,Eastern Africa,2006,NA,NA,38,11.47409986,5,17
Mozambique,Eastern Africa,2007,0.026330356989758,5743,38,..,5,17
Mozambique,Eastern Africa,2008,0.045632228685034,10191,38,NA,5,17
Mozambique,Eastern Africa,2009,0.054692746587751,12502,38,NA,5,17
Mozambique,Eastern Africa,2010,0.062560923471569,14633,38,NA,5,18
Mozambique,Eastern Africa,2011,NA,NA,NA,NA,NA,NA
Namibia,Southern Africa,1960,NA,NA,NA,..,NA,NA
Namibia,Southern Africa,1961,NA,NA,NA,..,NA,NA
Namibia,Southern Africa,1962,NA,NA,NA,..,NA,NA
Namibia,Southern Africa,1963,NA,NA,NA,..,NA,NA
Namibia,Southern Africa,1964,NA,NA,NA,..,NA,NA
Namibia,Southern Africa,1965,NA,NA,NA,..,NA,NA
Namibia,Southern Africa,1966,NA,NA,NA,..,NA,NA
Namibia,Southern Africa,1967,NA,NA,NA,..,NA,NA
Namibia,Southern Africa,1968,NA,NA,NA,..,NA,NA
Namibia,Southern Africa,1969,NA,NA,NA,..,NA,NA
Namibia,Southern Africa,1970,NA,NA,NA,..,NA,NA
Namibia,Southern Africa,1971,NA,NA,NA,..,NA,NA
Namibia,Southern Africa,1972,NA,NA,NA,..,NA,NA
Namibia,Southern Africa,1973,NA,NA,NA,..,NA,NA
Namibia,Southern Africa,1974,NA,NA,NA,..,NA,NA
Namibia,Southern Africa,1975,NA,NA,NA,2.689898423,NA,NA
Namibia,Southern Africa,1976,NA,NA,NA,2.736867688,NA,NA
Namibia,Southern Africa,1977,NA,NA,NA,2.785148304,NA,NA
Namibia,Southern Africa,1978,NA,NA,NA,2.833336831,NA,NA
Namibia,Southern Africa,1979,NA,NA,NA,2.879301728,NA,NA
Namibia,Southern Africa,1980,NA,NA,NA,2.92094022,NA,NA
Namibia,Southern Africa,1981,NA,NA,NA,3.255439544,NA,NA
Namibia,Southern Africa,1982,NA,NA,NA,3.670100464,NA,NA
Namibia,Southern Africa,1983,NA,NA,NA,4.055429229,NA,NA
Namibia,Southern Africa,1984,NA,NA,NA,4.03123474,NA,NA
Namibia,Southern Africa,1985,NA,NA,NA,3.979290006,NA,NA
Namibia,Southern Africa,1986,NA,NA,NA,3.899726171,NA,NA
Namibia,Southern Africa,1987,NA,NA,NA,3.801407977,NA,NA
Namibia,Southern Africa,1988,NA,NA,NA,3.757441651,NA,NA
Namibia,Southern Africa,1989,NA,NA,NA,3.727095517,NA,NA
Namibia,Southern Africa,1990,NA,NA,62,3.739122153,9,24
Namibia,Southern Africa,1991,NA,NA,62,3.872015864,9,24
Namibia,Southern Africa,1992,NA,NA,62,4.012886199,10,25
Namibia,Southern Africa,1993,NA,NA,62,4.263755048,10,25
Namibia,Southern Africa,1994,NA,NA,61,4.332190027,11,26
Namibia,Southern Africa,1995,NA,NA,61,4.948922872,11,26
Namibia,Southern Africa,1996,NA,NA,61,5.409958718,12,27
Namibia,Southern Africa,1997,NA,NA,60,6.417328454,12,27
Namibia,Southern Africa,1998,NA,NA,60,6.973889285,12,27
Namibia,Southern Africa,1999,NA,NA,60,7.506911108,13,28
Namibia,Southern Africa,2000,NA,NA,60,10.22507553,13,28
Namibia,Southern Africa,2001,0,0,59,11.70914231,14,29
Namibia,Southern Africa,2002,0,0,59,13.97420405,14,29
Namibia,Southern Africa,2003,0,0,59,17.83329964,14,29
Namibia,Southern Africa,2004,0,0,58,20.76554093,15,30
Namibia,Southern Africa,2005,0.006442459461785,134,58,31.38521655,15,30
Namibia,Southern Africa,2006,0.009345560599117,198,58,..,16,31
Namibia,Southern Africa,2007,0.011857429235233,256,58,..,16,31
Namibia,Southern Africa,2008,0.014542664997896,320,57,NA,16,31
Namibia,Southern Africa,2009,0.019178636960891,430,57,NA,17,32
Namibia,Southern Africa,2010,0.422251423565484,9640,57,NA,17,32
Namibia,Southern Africa,2011,NA,NA,NA,NA,NA,NA
Niger,Western Africa,1960,NA,NA,NA,..,NA,NA
Niger,Western Africa,1961,NA,NA,NA,..,NA,NA
Niger,Western Africa,1962,NA,NA,NA,..,NA,NA
Niger,Western Africa,1963,NA,NA,NA,..,NA,NA
Niger,Western Africa,1964,NA,NA,NA,..,NA,NA
Niger,Western Africa,1965,NA,NA,NA,..,NA,NA
Niger,Western Africa,1966,NA,NA,NA,..,NA,NA
Niger,Western Africa,1967,NA,NA,NA,..,NA,NA
Niger,Western Africa,1968,NA,NA,NA,..,NA,NA
Niger,Western Africa,1969,NA,NA,NA,..,NA,NA
Niger,Western Africa,1970,NA,NA,NA,..,NA,NA
Niger,Western Africa,1971,NA,NA,NA,..,NA,NA
Niger,Western Africa,1972,NA,NA,NA,..,NA,NA
Niger,Western Africa,1973,NA,NA,NA,..,NA,NA
Niger,Western Africa,1974,NA,NA,NA,..,NA,NA
Niger,Western Africa,1975,NA,NA,NA,0.0688,NA,NA
Niger,Western Africa,1976,NA,NA,NA,0.0745,NA,NA
Niger,Western Africa,1977,NA,NA,NA,0.093,NA,NA
Niger,Western Africa,1978,NA,NA,NA,0.0956,NA,NA
Niger,Western Africa,1979,NA,NA,NA,0.0998,NA,NA
Niger,Western Africa,1980,NA,NA,NA,0.101486562,NA,NA
Niger,Western Africa,1981,NA,NA,NA,0.106697052,NA,NA
Niger,Western Africa,1982,NA,NA,NA,0.113979517,NA,NA
Niger,Western Africa,1983,NA,NA,NA,0.117720408,NA,NA
Niger,Western Africa,1984,NA,NA,NA,0.121197885,NA,NA
Niger,Western Africa,1985,NA,NA,NA,0.121346579,NA,NA
Niger,Western Africa,1986,NA,NA,NA,0.120090644,NA,NA
Niger,Western Africa,1987,NA,NA,NA,0.119352017,NA,NA
Niger,Western Africa,1988,NA,NA,NA,0.118496177,NA,NA
Niger,Western Africa,1989,NA,NA,NA,0.120256604,NA,NA
Niger,Western Africa,1990,NA,NA,19,0.118543096,2,5
Niger,Western Africa,1991,NA,NA,20,0.122107448,2,5
Niger,Western Africa,1992,NA,NA,21,0.122682071,2,5
Niger,Western Africa,1993,NA,NA,22,0.121358186,2,5
Niger,Western Africa,1994,NA,NA,23,0.138938011,2,5
Niger,Western Africa,1995,NA,NA,23,0.14798798,2,5
Niger,Western Africa,1996,NA,NA,24,0.159497835,2,5
Niger,Western Africa,1997,NA,NA,25,0.165337001,3,6
Niger,Western Africa,1998,NA,NA,26,0.188046892,3,7
Niger,Western Africa,1999,NA,NA,27,0.196457723,3,7
Niger,Western Africa,2000,NA,NA,27,0.198193969,3,7
Niger,Western Africa,2001,0,0,28,0.206432164,3,7
Niger,Western Africa,2002,0,0,29,0.669468934,3,7
Niger,Western Africa,2003,0,0,30,0.851766166,4,8
Niger,Western Africa,2004,6.13695206283e-4,77,31,1.534725141,4,8
Niger,Western Africa,2005,0.001631536806085,212,32,2.622150316,4,9
Niger,Western Africa,2006,0.002577982484281,347,32,..,4,9
Niger,Western Africa,2007,0.003456271921691,482,33,..,4,9
Niger,Western Africa,2008,0.004269894125311,617,34,NA,4,9
Niger,Western Africa,2009,0.006679019736303,1e3,34,NA,4,9
Niger,Western Africa,2010,0.023897627643115,3707,34,NA,4,9
Niger,Western Africa,2011,NA,NA,NA,NA,NA,NA
Nigeria,Western Africa,1960,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1961,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1962,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1963,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1964,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1965,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1966,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1967,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1968,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1969,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1970,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1971,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1972,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1973,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1974,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1975,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1976,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1977,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1978,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1979,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1980,NA,NA,NA,..,NA,NA
Nigeria,Western Africa,1981,NA,NA,NA,0.223467961,NA,NA
Nigeria,Western Africa,1982,NA,NA,NA,0.201766747,NA,NA
Nigeria,Western Africa,1983,NA,NA,NA,0.236463633,NA,NA
Nigeria,Western Africa,1984,NA,NA,NA,0.242695292,NA,NA
Nigeria,Western Africa,1985,NA,NA,NA,0.249981219,NA,NA
Nigeria,Western Africa,1986,NA,NA,NA,0.256773437,NA,NA
Nigeria,Western Africa,1987,NA,NA,NA,0.263062378,NA,NA
Nigeria,Western Africa,1988,NA,NA,NA,0.264478122,NA,NA
Nigeria,Western Africa,1989,NA,NA,NA,0.27256149,NA,NA
Nigeria,Western Africa,1990,NA,NA,39,0.306169266,36,37
Nigeria,Western Africa,1991,NA,NA,39,0.30249347,36,37
Nigeria,Western Africa,1992,NA,NA,39,0.320603913,35,36
Nigeria,Western Africa,1993,NA,NA,39,0.341043515,35,36
Nigeria,Western Africa,1994,NA,NA,38,0.359959893,34,36
Nigeria,Western Africa,1995,NA,NA,38,0.383517815,34,36
Nigeria,Western Africa,1996,NA,NA,38,0.380782527,33,35
Nigeria,Western Africa,1997,NA,NA,38,0.363891651,33,35
Nigeria,Western Africa,1998,NA,NA,38,0.387518769,33,35
Nigeria,Western Africa,1999,NA,NA,37,0.40999609,32,34
Nigeria,Western Africa,2000,NA,NA,37,0.46754974,32,34
Nigeria,Western Africa,2001,0,0,37,0.781265041,31,34
Nigeria,Western Africa,2002,0,0,37,1.758792254,31,34
Nigeria,Western Africa,2003,0,0,37,2.998682327,30,33
Nigeria,Western Africa,2004,0,0,36,7.372933283,30,33
Nigeria,Western Africa,2005,3.57594089799e-4,500,36,14.01443615,29,32
Nigeria,Western Africa,2006,NA,NA,36,23.50068066,29,32
Nigeria,Western Africa,2007,0.036470541905475,53594,36,..,28,32
Nigeria,Western Africa,2008,0.044984350455807,67776,36,NA,28,32
Nigeria,Western Africa,2009,0.053051344960794,81958,35,NA,27,31
Nigeria,Western Africa,2010,0.062559098110754,99108,35,NA,27,31
Nigeria,Western Africa,2011,NA,NA,NA,NA,NA,NA
Rwanda,Eastern Africa,1960,NA,NA,NA,..,NA,NA
Rwanda,Eastern Africa,1961,NA,NA,NA,..,NA,NA
Rwanda,Eastern Africa,1962,NA,NA,NA,..,NA,NA
Rwanda,Eastern Africa,1963,NA,NA,NA,..,NA,NA
Rwanda,Eastern Africa,1964,NA,NA,NA,..,NA,NA
Rwanda,Eastern Africa,1965,NA,NA,NA,..,NA,NA
Rwanda,Eastern Africa,1966,NA,NA,NA,..,NA,NA
Rwanda,Eastern Africa,1967,NA,NA,NA,..,NA,NA
Rwanda,Eastern Africa,1968,NA,NA,NA,..,NA,NA
Rwanda,Eastern Africa,1969,NA,NA,NA,..,NA,NA
Rwanda,Eastern Africa,1970,NA,NA,NA,..,NA,NA
Rwanda,Eastern Africa,1971,NA,NA,NA,..,NA,NA
Rwanda,Eastern Africa,1972,NA,NA,NA,..,NA,NA
Rwanda,Eastern Africa,1973,NA,NA,NA,..,NA,NA
Rwanda,Eastern Africa,1974,NA,NA,NA,..,NA,NA
Rwanda,Eastern Africa,1975,NA,NA,NA,0.0522,NA,NA
Rwanda,Eastern Africa,1976,NA,NA,NA,0.0505,NA,NA
Rwanda,Eastern Africa,1977,NA,NA,NA,0.0531,NA,NA
Rwanda,Eastern Africa,1978,NA,NA,NA,0.0555,NA,NA
Rwanda,Eastern Africa,1979,NA,NA,NA,0.0557,NA,NA
Rwanda,Eastern Africa,1980,NA,NA,NA,0.063498306,NA,NA
Rwanda,Eastern Africa,1981,NA,NA,NA,0.0623,NA,NA
Rwanda,Eastern Africa,1982,NA,NA,NA,0.073,NA,NA
Rwanda,Eastern Africa,1983,NA,NA,NA,0.0819,NA,NA
Rwanda,Eastern Africa,1984,NA,NA,NA,0.0831,NA,NA
Rwanda,Eastern Africa,1985,NA,NA,NA,0.0842,NA,NA
Rwanda,Eastern Africa,1986,NA,NA,NA,0.0845,NA,NA
Rwanda,Eastern Africa,1987,NA,NA,NA,0.0966,NA,NA
Rwanda,Eastern Africa,1988,NA,NA,NA,0.114927122,NA,NA
Rwanda,Eastern Africa,1989,NA,NA,NA,0.126217306,NA,NA
Rwanda,Eastern Africa,1990,NA,NA,69,0.142328408,34,36
Rwanda,Eastern Africa,1991,NA,NA,68,0.16031351,35,37
Rwanda,Eastern Africa,1992,NA,NA,67,0.178061217,36,38
Rwanda,Eastern Africa,1993,NA,NA,66,0.180118341,37,39
Rwanda,Eastern Africa,1994,NA,NA,65,0.174154467,38,40
Rwanda,Eastern Africa,1995,NA,NA,64,0.122253894,39,41
Rwanda,Eastern Africa,1996,NA,NA,64,0.174712995,40,42
Rwanda,Eastern Africa,1997,NA,NA,63,0.182624564,41,43
Rwanda,Eastern Africa,1998,NA,NA,62,0.225574134,43,45
Rwanda,Eastern Africa,1999,NA,NA,61,0.308775311,44,46
Rwanda,Eastern Africa,2000,NA,NA,60,0.691864284,45,47
Rwanda,Eastern Africa,2001,0,0,59,1.014014976,46,48
Rwanda,Eastern Africa,2002,0,0,59,1.226910399,47,49
Rwanda,Eastern Africa,2003,0,0,58,1.753648736,48,50
Rwanda,Eastern Africa,2004,0.01274188634304,1148,57,1.770197259,49,50
Rwanda,Eastern Africa,2005,0.012823679728816,1180,56,2.617093539,50,51
Rwanda,Eastern Africa,2006,0.018048159352537,1704,55,3.494437642,52,53
Rwanda,Eastern Africa,2007,0.026188063248034,2543,54,..,53,53
Rwanda,Eastern Africa,2008,0.011195418834613,1120,54,NA,54,54
Rwanda,Eastern Africa,2009,0.021471641479836,2214,53,NA,55,55
Rwanda,Eastern Africa,2010,0.024849397590361,2640,52,NA,56,55
Rwanda,Eastern Africa,2011,NA,NA,NA,NA,NA,NA
Senegal,Western Africa,1960,NA,NA,NA,..,NA,NA
Senegal,Western Africa,1961,NA,NA,NA,..,NA,NA
Senegal,Western Africa,1962,NA,NA,NA,..,NA,NA
Senegal,Western Africa,1963,NA,NA,NA,..,NA,NA
Senegal,Western Africa,1964,NA,NA,NA,..,NA,NA
